Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
1545436800000,3840.25000000,3847.49000000,3836.77000000,3844.06000000,41.82542600,1545436859999,160699.85175115,279,19.30855500,74189.92965750,0
1545436860000,3846.05000000,3849.90000000,3844.16000000,3848.07000000,29.66508900,1545436919999,114144.03129249,195,20.09645100,77341.54290269,0
1545436920000,3849.89000000,3850.00000000,3846.07000000,3848.02000000,31.53695100,1545436979999,121389.11126549,184,22.91985500,88229.48589897,0
1545436980000,3848.17000000,3853.74000000,3847.15000000,3848.37000000,62.64317800,1545437039999,241159.83196004,224,41.10161900,158256.96308634,0
1545437040000,3848.37000000,3852.63000000,3846.47000000,3849.83000000,39.44118800,1545437099999,151793.77016344,227,31.05328400,119514.51933693,0
1545437100000,3851.68000000,3854.63000000,3849.88000000,3853.67000000,23.08026900,1545437159999,88919.47673662,157,16.68463700,64279.81249589,0
1545437160000,3853.49000000,3863.79000000,3853.12000000,3862.01000000,49.25316700,1545437219999,190110.21190387,221,21.57341900,83208.02241337,0
1545437220000,3862.04000000,3872.00000000,3861.01000000,3863.00000000,116.92633100,1545437279999,451989.53089732,460,77.05929300,297919.61930688,0
1545437280000,3863.01000000,3865.85000000,3859.32000000,3860.56000000,49.11217700,1545437339999,189677.90736483,317,31.88085000,123150.27143236,0
1545437340000,3861.14000000,3862.14000000,3859.01000000,3860.23000000,20.78911700,1545437399999,80252.11962883,162,7.80619800,30137.66084977,0
1545437400000,3860.23000000,3861.73000000,3858.31000000,3858.51000000,25.58960200,1545437459999,98756.24731218,198,12.18547500,47030.85107123,0
1545437460000,3858.91000000,3859.11000000,3853.00000000,3853.10000000,74.18070700,1545437519999,285925.55427029,259,39.17023500,150971.01991479,0
1545437520000,3853.10000000,3857.52000000,3853.00000000,3854.49000000,19.87066800,1545437579999,76602.57225225,168,7.29676900,28138.10648276,0
1545437580000,3853.46000000,3856.31000000,3851.03000000,3851.08000000,23.77523100,1545437639999,91614.66591042,169,17.02376100,65600.51349982,0
1545437640000,3853.45000000,3854.19000000,3849.00000000,3851.75000000,22.16357000,1545437699999,85358.34084301,207,9.67345800,37259.23790830,0
1545437700000,3851.49000000,3857.19000000,3851.49000000,3855.96000000,21.98880800,1545437759999,84740.00308149,178,11.81041600,45520.81953420,0
1545437760000,3855.68000000,3857.38000000,3852.12000000,3857.38000000,18.41650100,1545437819999,70988.55734622,157,9.21210600,35512.73686232,0
1545437820000,3855.59000000,3857.22000000,3852.24000000,3852.27000000,16.65300400,1545437879999,64207.07780877,155,9.81817100,37861.82476948,0
1545437880000,3852.28000000,3853.83000000,3846.32000000,3847.21000000,23.44209800,1545437939999,90246.85261024,153,8.66447400,33354.80131215,0
1545437940000,3848.27000000,3848.27000000,3842.02000000,3846.62000000,30.87396300,1545437999999,118718.59345499,192,18.34055500,70522.61875220,0
1545438000000,3844.85000000,3850.17000000,3842.13000000,3842.46000000,54.85363500,1545438059999,211032.34865222,267,23.53422200,90539.02982399,0
1545438060000,3842.46000000,3843.00000000,3840.01000000,3841.59000000,24.42140900,1545438119999,93821.47783443,165,13.82479100,53117.14432730,0
1545438120000,3841.02000000,3849.38000000,3840.46000000,3848.18000000,19.33966400,1545438179999,74355.51740492,119,10.78571500,41469.96761298,0
1545438180000,3848.20000000,3851.44000000,3845.00000000,3848.00000000,17.01056800,1545438239999,65457.71334863,106,7.92186200,30490.85069505,0
1545438240000,3848.39000000,3849.96000000,3847.73000000,3849.94000000,13.43483300,1545438299999,51711.94297555,140,8.85693900,34094.03156965,0
1545438300000,3849.92000000,3851.66000000,3840.02000000,3840.02000000,26.99811200,1545438359999,103884.90871911,130,16.34358400,62911.19411789,0
1545438360000,3841.00000000,3841.00000000,3830.72000000,3834.55000000,45.33279100,1545438419999,173910.36218636,227,11.39262200,43715.21529462,0
1545438420000,3834.92000000,3845.20000000,3831.81000000,3844.96000000,25.74133700,1545438479999,98882.97739325,194,14.29705100,54931.09855927,0
1545438480000,3843.02000000,3844.98000000,3839.09000000,3841.15000000,17.46150500,1545438539999,67095.44300510,117,5.48729900,21088.26828796,0
1545438540000,3841.77000000,3843.11000000,3840.69000000,3841.15000000,10.28224400,1545438599999,39500.86140276,97,6.44709200,24768.03479373,0
1545438600000,3841.46000000,3844.96000000,3836.06000000,3842.48000000,15.15590200,1545438659999,58205.34031443,171,8.87369200,34080.20295080,0
1545438660000,3842.14000000,3848.44000000,3841.44000000,3846.58000000,11.01714600,1545438719999,42354.11028991,108,7.53751800,28977.09908998,0
1545438720000,3846.61000000,3852.26000000,3845.96000000,3850.70000000,10.93543100,1545438779999,42085.84904854,153,6.43116400,24750.58951899,0
1545438780000,3852.21000000,3854.87000000,3847.07000000,3848.96000000,13.26445900,1545438839999,51078.75767165,179,8.02611800,30905.75773540,0
1545438840000,3848.96000000,3851.81000000,3847.52000000,3850.53000000,14.69342300,1545438899999,56557.04867895,129,7.92053200,30489.79578269,0
1545438900000,3850.49000000,3852.00000000,3847.58000000,3852.00000000,8.74971800,1545438959999,33692.05808005,84,4.85177100,18682.91698627,0
1545438960000,3851.81000000,3853.91000000,3847.89000000,3849.09000000,12.22799600,1545439019999,47075.66678366,138,7.81261500,30075.72030040,0
1545439020000,3849.09000000,3851.93000000,3847.81000000,3849.22000000,13.20290500,1545439079999,50822.28715214,74,11.08982200,42690.01308146,0
1545439080000,3849.60000000,3851.80000000,3848.78000000,3848.81000000,12.28681500,1545439139999,47296.88786658,106,8.47690600,32632.37372308,0
1545439140000,3848.81000000,3849.55000000,3847.52000000,3848.00000000,22.59564200,1545439199999,86957.31112756,139,8.43529100,32463.99220795,0
1545439200000,3848.51000000,3848.73000000,3848.00000000,3848.73000000,12.51923300,1545439259999,48178.10959339,118,7.82639500,30119.35498055,0
1545439260000,3848.66000000,3850.74000000,3848.10000000,3848.80000000,18.13219200,1545439319999,69791.14611596,134,6.14385700,23649.30484689,0
1545439320000,3849.99000000,3852.00000000,3848.24000000,3851.53000000,25.28430900,1545439379999,97353.27850934,196,13.55819900,52211.02384553,0
1545439380000,3852.00000000,3857.52000000,3851.30000000,3857.39000000,67.66967700,1545439439999,260904.86191051,238,26.55569400,102374.08028090,0
1545439440000,3857.36000000,3858.00000000,3852.42000000,3857.56000000,14.36850700,1545439499999,55405.94621941,207,8.73353300,33680.94256737,0
1545439500000,3857.54000000,3859.88000000,3855.58000000,3859.19000000,19.84662700,1545439559999,76564.60224929,199,13.03344100,50284.43361750,0
1545439560000,3857.35000000,3862.50000000,3857.35000000,3857.64000000,33.60032600,1545439619999,129672.13070014,281,11.40416000,44019.36218802,0
1545439620000,3857.62000000,3859.28000000,3856.51000000,3858.19000000,14.36151100,1545439679999,55399.18973402,188,7.85619800,30307.50727332,0
