Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
1520553600000,9267.07000000,9300.00000000,9259.06000000,9300.00000000,24.46461300,1520553659999,226986.40741795,181,19.29614600,179065.14009876,0
1520553660000,9300.00000000,9322.57000000,9284.97000000,9319.87000000,30.24840100,1520553719999,281342.98530638,252,20.51902000,190907.78293922,0
1520553720000,9298.92000000,9323.80000000,9298.69000000,9318.00000000,21.25560100,1520553779999,198016.66233204,158,16.69482700,155530.78063388,0
1520553780000,9310.90000000,9318.00000000,9298.94000000,9300.01000000,19.74198400,1520553839999,183752.92093298,143,14.09889800,131220.97907411,0
1520553840000,9310.00000000,9329.97000000,9298.93000000,9329.22000000,34.03058200,1520553899999,316948.38711311,196,28.36173900,264172.93936909,0
1520553900000,9329.27000000,9330.00000000,9320.34000000,9326.01000000,13.50949500,1520553959999,126033.25196546,74,12.36214800,115334.52011326,0
1520553960000,9326.01000000,9335.00000000,9316.32000000,9331.55000000,22.86200100,1520554019999,213330.13508872,131,12.56583800,117258.18178698,0
1520554020000,9331.55000000,9373.00000000,9330.00000000,9373.00000000,42.04797000,1520554079999,393151.45647608,357,33.77038100,315671.59865248,0
1520554080000,9373.00000000,9389.10000000,9356.84000000,9389.10000000,19.15225300,1520554139999,179637.84376408,241,10.22087500,95888.89846452,0
1520554140000,9389.58000000,9395.00000000,9366.84000000,9368.03000000,31.58004100,1520554199999,296227.51631555,313,13.67431000,128298.88618666,0
1520554200000,9366.92000000,9391.58000000,9364.00000000,9371.37000000,18.78152800,1520554259999,176083.95956711,182,10.86468200,101895.61638368,0
1520554260000,9376.00000000,9380.00000000,9364.01000000,9367.82000000,8.85746500,1520554319999,82997.00741388,134,5.09050000,47708.93013494,0
1520554320000,9368.12000000,9375.00000000,9364.05000000,9375.00000000,7.77658000,1520554379999,72883.79852090,152,6.48730800,60807.05088710,0
1520554380000,9375.80000000,9392.00000000,9375.80000000,9390.00000000,8.38548900,1520554439999,78710.18517290,104,5.77347700,54204.78545436,0
1520554440000,9390.00000000,9395.00000000,9376.71000000,9384.24000000,10.12907100,1520554499999,95042.38130915,122,4.37025200,41015.59779669,0
1520554500000,9380.92000000,9400.00000000,9371.55000000,9383.01000000,32.70829000,1520554559999,307177.90073696,227,26.70984100,250907.13695333,0
1520554560000,9383.01000000,9410.00000000,9377.09000000,9400.33000000,84.00276600,1520554619999,789491.69346346,250,71.88034900,675554.94185671,0
1520554620000,9409.97000000,9409.97000000,9381.20000000,9390.35000000,29.99318000,1520554679999,281809.28324785,159,7.07876700,66475.86638587,0
1520554680000,9385.00000000,9390.35000000,9355.31000000,9373.77000000,39.21531200,1520554739999,367836.88565789,150,5.42376900,50904.30491848,0
1520554740000,9373.73000000,9376.00000000,9353.00000000,9361.94000000,18.15649200,1520554799999,170078.44865679,233,12.53683800,117464.03030180,0
1520554800000,9362.03000000,9375.00000000,9354.95000000,9370.00000000,9.96332400,1520554859999,93312.06146587,94,6.15404500,57626.33472987,0
1520554860000,9370.00000000,9370.00000000,9359.85000000,9367.55000000,10.01261500,1520554919999,93802.48487428,63,2.58684400,24237.09941013,0
1520554920000,9367.55000000,9370.00000000,9354.95000000,9360.88000000,4.80306200,1520554979999,44980.67286188,71,1.84445600,17277.83283467,0
1520554980000,9355.79000000,9365.36000000,9337.19000000,9354.68000000,24.56599900,1520555039999,229735.50851919,300,11.80105100,110365.68133678,0
1520555040000,9354.68000000,9372.79000000,9354.68000000,9370.90000000,7.45767800,1520555099999,69855.96629685,98,3.60243100,33746.61099321,0
1520555100000,9373.85000000,9381.99000000,9360.07000000,9375.49000000,42.93872800,1520555159999,402695.14780077,197,28.20370900,264543.74079331,0
1520555160000,9365.35000000,9385.00000000,9365.35000000,9375.46000000,16.99891300,1520555219999,159392.99324972,114,8.39526800,78718.89658638,0
1520555220000,9375.42000000,9375.71000000,9360.68000000,9371.27000000,6.36139300,1520555279999,59608.37490184,91,2.20186600,20634.96726981,0
1520555280000,9371.27000000,9380.00000000,9364.00000000,9375.78000000,12.13413900,1520555339999,113803.73675397,76,9.98840900,93685.41247726,0
1520555340000,9374.35000000,9379.46000000,9373.82000000,9379.45000000,3.49014700,1520555399999,32727.16476899,53,1.84459800,17300.49335318,0
1520555400000,9375.10000000,9379.45000000,9364.01000000,9364.16000000,3.83713100,1520555459999,35961.55905084,97,1.91027300,17906.49654776,0
1520555460000,9365.00000000,9371.99000000,9360.01000000,9365.00000000,14.89531800,1520555519999,139472.44709916,124,5.27862900,49430.70811794,0
1520555520000,9365.00000000,9365.00000000,9350.00000000,9350.00000000,6.92289400,1520555579999,64762.73328694,84,2.55915100,23951.92343532,0
1520555580000,9355.00000000,9355.00000000,9340.00000000,9342.67000000,18.45277600,1520555639999,172415.25355644,201,12.15842100,113604.85151488,0
1520555640000,9342.67000000,9350.83000000,9332.68000000,9340.00000000,21.06336000,1520555699999,196771.69592256,121,8.71844000,81466.86315693,0
1520555700000,9341.77000000,9342.00000000,9320.00000000,9331.16000000,9.38559400,1520555759999,87580.42868572,138,5.31751100,49636.74053770,0
1520555760000,9331.16000000,9350.00000000,9320.00000000,9338.36000000,18.04860100,1520555819999,168454.50678370,162,13.43681500,125418.45622448,0
1520555820000,9338.39000000,9350.70000000,9337.04000000,9338.75000000,8.77275900,1520555879999,81960.62693872,89,3.83874400,35873.52512338,0
1520555880000,9344.28000000,9344.73000000,9338.23000000,9344.73000000,2.69996100,1520555939999,25217.91459330,62,1.60102400,14955.70705603,0
1520555940000,9344.73000000,9347.77000000,9320.00000000,9320.00000000,17.67898700,1520555999999,165133.68617890,210,4.58704100,42860.69631973,0
1520556000000,9329.64000000,9337.91000000,9315.00000000,9320.00000000,16.30706800,1520556059999,152007.83153222,183,8.11399200,75652.41796169,0
1520556060000,9320.00000000,9340.01000000,9320.00000000,9340.01000000,3.72974800,1520556119999,34793.67796984,96,1.82717500,17050.83104534,0
1520556120000,9338.84000000,9342.82000000,9321.00000000,9334.00000000,9.30299300,1520556179999,86834.19856969,102,1.56166600,14583.76381197,0
1520556180000,9324.04000000,9343.65000000,9323.84000000,9341.62000000,8.20737700,1520556239999,76572.83914936,99,4.19767700,39162.40661975,0
1520556240000,9341.62000000,9350.99000000,9325.43000000,9347.81000000,11.52715000,1520556299999,107711.09140388,133,7.00202400,65459.46026936,0
1520556300000,9347.81000000,9370.00000000,9345.46000000,9365.79000000,12.18168100,1520556359999,113967.39686920,245,7.41672900,69408.28879505,0
1520556360000,9366.58000000,9370.00000000,9355.00000000,9357.00000000,6.69950700,1520556419999,62707.32798016,132,1.51153900,14158.76356787,0
1520556420000,9357.00000000,9364.96000000,9356.90000000,9356.90000000,4.39308600,1520556479999,41114.29213629,49,2.88993800,27049.38504469,0
1520556480000,9356.90000000,9364.97000000,9356.90000000,9364.85000000,6.78977800,1520556539999,63570.32929838,47,5.40556600,50617.16013108,0
1520556540000,9364.85000000,9370.00000000,9355.00000000,9370.00000000,19.49664800,1520556599999,182512.82062108,82,4.33561100,40606.42038227,0
1520556600000,9369.98000000,9373.39000000,9364.01000000,9365.00000000,11.49393300,1520556659999,107664.48775672,69,4.33486400,40612.58643864,0
1520556660000,9365.01000000,9369.99000000,9360.00000000,9363.31000000,15.21646300,1520556719999,142501.97324254,102,10.71249000,100331.19078543,0
1520556720000,9361.96000000,9362.54000000,9350.00000000,9360.86000000,9.71481500,1520556779999,90878.88336374,88,8.55169300,80002.75152261,0
1520556780000,9360.84000000,9361.04000000,9350.00000000,9358.00000000,4.83825500,1520556839999,45284.86896936,75,4.65263500,43549.17479608,0
1520556840000,9358.00000000,9358.00000000,9349.99000000,9350.00000000,8.11159600,1520556899999,75865.09518472,64,1.41885700,13270.31219066,0
1520556900000,9347.69000000,9360.00000000,9345.00000000,9350.03000000,12.44273400,1520556959999,116348.65683477,82,8.07501000,75512.32660338,0
1520556960000,9358.59000000,9368.00000000,9350.09000000,9361.05000000,13.28115700,1520557019999,124312.48770495,127,11.04007000,103342.41972213,0
1520557020000,9361.05000000,9368.00000000,9361.04000000,9364.00000000,5.38416100,1520557079999,50411.67738284,88,0.51689300,4840.95845101,0
1520557080000,9367.99000000,9368.00000000,9351.73000000,9363.00000000,11.39280100,1520557139999,106665.61875107,95,0.80436500,7532.02085274,0
1520557140000,9363.00000000,9367.18000000,9362.01000000,9364.97000000,16.86019600,1520557199999,157866.22002765,58,2.66222100,24929.31597320,0
1520557200000,9364.97000000,9368.00000000,9330.22000000,9336.77000000,34.07589400,1520557259999,318624.87873666,328,3.30487800,30873.45230396,0
1520557260000,9336.77000000,9346.11000000,9329.30000000,9340.00000000,9.41071300,1520557319999,87888.33696636,127,6.21074300,58018.80322293,0
1520557320000,9340.00000000,9340.00000000,9324.92000000,9333.00000000,4.94751100,1520557379999,46162.29241557,77,1.15702800,10799.52928461,0
