Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
1548374400000,3569.07000000,3572.86000000,3569.07000000,3570.66000000,17.30348700,1548374459999,61788.09794827,139,11.50648600,41091.32978238,0
1548374460000,3570.66000000,3572.79000000,3570.05000000,3571.51000000,12.12829200,1548374519999,43318.33257082,133,6.24091800,22292.88518831,0
1548374520000,3571.50000000,3572.58000000,3570.32000000,3571.97000000,18.21600900,1548374579999,65052.51633806,115,2.25421300,8051.69091661,0
1548374580000,3571.92000000,3571.95000000,3571.06000000,3571.72000000,5.62100000,1548374639999,20076.01631638,105,2.77618100,9915.55133616,0
1548374640000,3571.72000000,3572.00000000,3571.07000000,3572.00000000,3.90311400,1548374699999,13940.69287898,75,3.04038600,10859.49622916,0
1548374700000,3571.98000000,3572.55000000,3571.38000000,3572.00000000,4.80158600,1548374759999,17150.28525518,84,3.32652800,11881.92887864,0
1548374760000,3572.52000000,3573.00000000,3571.39000000,3572.76000000,7.07779900,1548374819999,25281.87808044,99,4.07928700,14572.33210749,0
1548374820000,3572.74000000,3572.98000000,3571.38000000,3572.48000000,21.47347600,1548374879999,76710.33262669,131,12.69876500,45366.07878945,0
1548374880000,3571.64000000,3574.30000000,3571.41000000,3572.85000000,29.98769000,1548374939999,107154.19664134,220,25.31611400,90465.36918404,0
1548374940000,3573.51000000,3574.27000000,3572.76000000,3572.76000000,9.85675300,1548374999999,35222.28831243,120,5.91620200,21141.81377792,0
1548375000000,3573.64000000,3573.79000000,3572.76000000,3573.03000000,4.21817200,1548375059999,15072.40220930,79,1.74799900,6246.39124139,0
1548375060000,3573.65000000,3573.79000000,3572.66000000,3572.67000000,14.77892900,1548375119999,52806.71704665,125,2.29242900,8191.46210953,0
1548375120000,3572.69000000,3573.35000000,3572.66000000,3572.96000000,3.68334100,1548375179999,13160.63321919,59,1.48963800,5322.73891885,0
1548375180000,3573.19000000,3573.35000000,3572.79000000,3573.35000000,7.53234800,1548375239999,26913.17203509,81,2.99084500,10686.82319630,0
1548375240000,3572.81000000,3573.35000000,3571.57000000,3572.00000000,7.79095500,1548375299999,27834.22503272,75,2.50791200,8959.73674153,0
1548375300000,3571.78000000,3574.28000000,3571.70000000,3572.81000000,14.94966700,1548375359999,53415.18027493,103,8.38242300,29948.11720165,0
1548375360000,3572.81000000,3572.81000000,3571.57000000,3571.95000000,6.70816600,1548375419999,23962.07798338,72,4.02603100,14381.29046747,0
1548375420000,3571.69000000,3572.47000000,3571.59000000,3571.93000000,3.46513300,1548375479999,12376.73416194,57,2.01240500,7188.06737404,0
1548375480000,3571.91000000,3572.77000000,3571.50000000,3571.98000000,7.51046500,1548375539999,26828.43411260,92,6.08843700,21749.06091256,0
1548375540000,3571.99000000,3572.77000000,3571.99000000,3572.02000000,3.27397100,1548375599999,11695.28167435,48,2.03174400,7257.95357736,0
1548375600000,3572.31000000,3572.77000000,3570.78000000,3571.92000000,36.34940300,1548375659999,129809.60352819,80,6.81740000,24348.11591125,0
1548375660000,3571.07000000,3572.30000000,3571.03000000,3571.37000000,3.36330000,1548375719999,12012.51689705,63,2.06703200,7382.69189461,0
1548375720000,3571.36000000,3571.99000000,3570.91000000,3571.48000000,4.18352000,1548375779999,14940.32879710,68,2.94967300,10534.22726069,0
1548375780000,3571.13000000,3571.50000000,3570.92000000,3571.39000000,6.50849700,1548375839999,23243.07779103,60,3.93981000,14070.17765748,0
1548375840000,3571.30000000,3572.20000000,3570.99000000,3572.07000000,4.23205300,1548375899999,15114.55656447,70,1.82712300,6525.86522151,0
1548375900000,3572.08000000,3572.08000000,3570.71000000,3571.38000000,7.12093400,1548375959999,25432.71240927,89,4.37667200,15631.85472022,0
1548375960000,3571.38000000,3572.41000000,3570.74000000,3571.82000000,3.42559100,1548376019999,12234.94725139,68,1.99677800,7132.12249711,0
1548376020000,3571.51000000,3572.49000000,3571.51000000,3572.48000000,4.31260400,1548376079999,15406.20526839,71,2.25593600,8059.02651516,0
1548376080000,3572.49000000,3573.00000000,3572.47000000,3573.00000000,3.74924300,1548376139999,13394.84362840,73,2.07378600,7409.00531962,0
1548376140000,3573.00000000,3573.21000000,3572.80000000,3573.21000000,3.05328300,1548376199999,10909.45429450,49,2.20321100,7872.13296220,0
1548376200000,3573.19000000,3573.46000000,3573.01000000,3573.01000000,9.90119800,1548376259999,35379.82743976,73,2.88615400,10313.01794434,0
