Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
1544486400000,3434.01000000,3436.78000000,3432.39000000,3433.40000000,19.36238600,1544486459999,66495.85480502,104,9.80198200,33669.21416819,0
1544486460000,3433.62000000,3435.26000000,3424.01000000,3425.85000000,49.15169300,1544486519999,168490.76673504,186,8.30653100,28475.94794139,0
1544486520000,3428.00000000,3431.02000000,3423.26000000,3423.26000000,9.48712600,1544486579999,32504.70524995,76,3.13080500,10733.16947491,0
1544486580000,3424.52000000,3427.95000000,3423.57000000,3425.19000000,10.32566900,1544486639999,35367.71808342,72,3.18486000,10910.73979064,0
1544486640000,3425.20000000,3426.81000000,3422.67000000,3422.83000000,8.28038000,1544486699999,28357.89989143,55,2.84932000,9759.58919133,0
1544486700000,3422.98000000,3424.98000000,3420.00000000,3420.66000000,23.35907100,1544486759999,79937.36552059,104,8.85495500,30309.87885833,0
1544486760000,3423.20000000,3423.20000000,3419.47000000,3422.34000000,10.72001500,1544486819999,36669.92418281,88,4.91285000,16805.19612370,0
1544486820000,3420.72000000,3424.66000000,3418.84000000,3422.73000000,33.90212300,1544486879999,115981.47157267,102,9.36188300,32029.71620651,0
1544486880000,3422.71000000,3429.05000000,3422.04000000,3425.30000000,43.51216900,1544486939999,149006.44949408,119,22.20639500,76025.56175812,0
1544486940000,3425.30000000,3426.06000000,3422.00000000,3423.94000000,11.52496200,1544486999999,39464.59228795,88,3.58248200,12269.16568290,0
1544487000000,3423.67000000,3423.67000000,3420.32000000,3422.29000000,29.77256900,1544487059999,101873.17435222,99,12.97201500,44383.82829172,0
1544487060000,3422.04000000,3423.03000000,3422.04000000,3422.97000000,12.61843300,1544487119999,43189.89068146,49,6.87438500,23528.90789918,0
1544487120000,3422.48000000,3422.77000000,3418.53000000,3420.02000000,11.71408000,1544487179999,40062.17467973,66,4.37140600,14948.36317529,0
1544487180000,3418.89000000,3420.27000000,3418.89000000,3420.27000000,4.65397700,1544487239999,15915.30498842,43,3.69403600,12633.07077883,0
1544487240000,3420.18000000,3421.02000000,3418.88000000,3418.89000000,13.10412700,1544487299999,44810.41351816,62,9.33455300,31918.65501848,0
1544487300000,3419.00000000,3423.46000000,3418.02000000,3421.00000000,27.08291000,1544487359999,92634.62427158,111,18.27410500,62506.39025302,0
1544487360000,3421.00000000,3422.80000000,3415.00000000,3416.13000000,77.63113200,1544487419999,265319.65226040,259,33.02195900,112878.22635344,0
1544487420000,3417.82000000,3418.98000000,3415.62000000,3417.35000000,7.92563800,1544487479999,27082.20042224,73,4.27739900,14618.66952316,0
1544487480000,3417.09000000,3418.80000000,3414.18000000,3418.80000000,54.35873300,1544487539999,185642.60826412,98,20.82763400,71135.24080407,0
1544487540000,3418.78000000,3418.98000000,3415.88000000,3417.98000000,8.87298800,1544487599999,30326.24499542,42,7.02645300,24015.51021371,0
1544487600000,3417.98000000,3421.12000000,3415.90000000,3421.12000000,13.37374600,1544487659999,45710.28162444,73,8.27664000,28293.19995104,0
1544487660000,3420.25000000,3421.08000000,3419.40000000,3419.56000000,2.71985300,1544487719999,9301.44327789,25,0.99757900,3411.76409691,0
1544487720000,3419.56000000,3428.77000000,3419.56000000,3428.74000000,24.21927200,1544487779999,82932.19874854,97,20.41683400,69914.93138012,0
1544487780000,3428.73000000,3428.79000000,3424.56000000,3426.17000000,14.26073700,1544487839999,48878.40373558,58,6.58650200,22578.85776817,0
1544487840000,3426.42000000,3430.75000000,3425.38000000,3430.75000000,21.01937800,1544487899999,72073.28227504,77,18.75259500,64304.54021635,0
1544487900000,3431.40000000,3433.80000000,3428.53000000,3431.34000000,25.26940500,1544487959999,86712.16897840,123,4.49382800,15420.66551858,0
1544487960000,3432.97000000,3433.84000000,3430.66000000,3430.66000000,18.50950900,1544488019999,63529.26118491,59,4.38277400,15046.91044670,0
